probe chr TSS NAME strand
374 4 75310851 AREG +
9870 14 75179818 AREL1 -
375 1 228270361 ARF1 +
377 12 49351334 ARF3 -
378 3 57583947 ARF4 -
381 7 127228399 ARF5 +
382 14 50359810 ARF6 +
55738 20 61904137 ARFGAP1 +
84364 11 47198676 ARFGAP2 -
26286 22 43254112 ARFGAP3 -
10565 8 68255912 ARFGEF1 -
10564 20 47538427 ARFGEF2 +
27236 4 153701089 ARFIP1 +
23647 11 6502666 ARFIP2 -
10139 20 62339377 ARFRP1 -
383 6 131894284 ARG1 +
384 14 68086515 ARG2 +
503582 3 121289551 ARGFX +
55082 13 107220512 ARGLU1 -
392 11 46722165 ARHGAP1 -
79658 4 148653214 ARHGAP10 +
9824 15 32907345 ARHGAP11A +
89839 15 30916697 ARHGAP11B +
94134 10 32217742 ARHGAP12 -
55843 2 143848931 ARHGAP15 +
55114 16 25026987 ARHGAP17 -
93663 6 130031370 ARHGAP18 -
84986 10 99052413 ARHGAP19 -
57569 11 110583912 ARHGAP20 -
57584 10 25012597 ARHGAP21 -
58504 10 49864310 ARHGAP22 -
57636 17 36584662 ARHGAP23 +
83478 4 86396267 ARHGAP24 +
9938 2 68906733 ARHGAP25 +
23092 5 142149949 ARHGAP26 +
201176 17 43511787 ARHGAP27 -
79822 18 6729717 ARHGAP28 +
9411 1 94740624 ARHGAP29 -
257106 1 161039760 ARHGAP30 -
57514 3 119013220 ARHGAP31 +
9743 11 129149219 ARHGAP32 -
115703 19 36265434 ARHGAP33 +
2909 19 47421933 ARHGAP35 +
80728 8 145911194 ARHGAP39 -
343578 20 37230577 ARHGAP40 +
143872 11 100558384 ARHGAP42 +
9912 17 12692856 ARHGAP44 +
394 14 32545320 ARHGAP5 +
23779 22 45098355 ARHGAP8 +
64333 12 57882597 ARHGAP9 -
396 17 79829282 ARHGDIA -
397 12 15114662 ARHGDIB -
398 16 318726 ARHGDIG +
9138 19 42387228 ARHGEF1 +
9639 8 1772142 ARHGEF10 +
55160 1 17866330 ARHGEF10L +
9826 1 157015162 ARHGEF11 -
23365 11 120207787 ARHGEF12 +
22899 17 8213559 ARHGEF15 +
27237 1 3370990 ARHGEF16 +
9828 11 73019334 ARHGEF17 +
23370 19 7459999 ARHGEF18 +
128272 1 16539104 ARHGEF19 -
9181 1 155976861 ARHGEF2 -
115557 12 58003963 ARHGEF25 +
26084 3 153838792 ARHGEF26 +
64283 5 72921983 ARHGEF28 +
50650 3 57113357 ARHGEF3 -
100271715 2 39117021 ARHGEF33 +
445328 7 143991230 ARHGEF35 -
389337 5 148931510 ARHGEF37 +
54848 4 106473777 ARHGEF38 +
84904 9 35675863 ARHGEF39 -
50649 2 131594489 ARHGEF4 +
55701 14 21538429 ARHGEF40 +
7984 7 144052381 ARHGEF5 +
8874 13 111766906 ARHGEF7 +
8289 1 27022524 ARID1A +
57492 6 157099063 ARID1B +
196528 12 46123448 ARID2 +
1820 19 925781 ARID3A +
10620 15 74833518 ARID3B +
138715 9 34628104 ARID3C -
5926 14 58765103 ARID4A +
51742 1 235491534 ARID4B -
10865 2 97202480 ARID5A +
84159 10 63661059 ARID5B +
25820 15 72766667 ARIH1 +
10425 3 48956254 ARIH2 +
646450 3 48956818 ARIH2OS -
400 12 101801598 ARL1 -
285598 5 175792471 ARL10 +
115761 13 50202435 ARL11 +
200894 3 93698983 ARL13B +
80117 3 160394948 ARL14 +
120534 11 30344598 ARL14EP +
644100 5 115387163 ARL14EPL +
54622 5 53606412 ARL15 -
339231 17 79650954 ARL16 -
51326 17 44657088 ARL17A -
100506084 17 44439130 ARL17B -
402 11 64781585 ARL2 +
23568 16 57279010 ARL2BP +
403 10 104474164 ARL3 -
10124 7 12726481 ARL4A +
10123 2 235405697 ARL4C -
379 17 41476327 ARL4D +
26225 2 152685006 ARL5A -
221079 10 18948334 ARL5B +
390790 17 37323737 ARL5C -
84100 3 97483365 ARL6 +
23204 16 18813000 ARL6IP1 -
51329 12 123464607 ARL6IP4 +
10550 3 69134095 ARL6IP5 +
151188 2 153574407 ARL6IP6 +
127829 1 202113869 ARL8A -
55207 3 5163905 ARL8B +
132946 4 57371509 ARL9 +
55156 8 66546442 ARMC1 -
83787 7 102715328 ARMC10 +
221481 6 35704809 ARMC12 +
84071 6 109169619 ARMC2 +
219681 10 23216953 ARMC3 +
55130 10 28287977 ARMC4 -
79798 16 31469401 ARMC5 +
93436 19 19144384 ARMC6 +
79637 17 73106047 ARMC7 +
25852 3 137906109 ARMC8 +
80210 2 232063260 ARMC9 +
387715 10 124214169 ARMS2 +
405 1 150849244 ARNT -
9915 15 80696692 ARNT2 +
406 11 13298199 ARNTL +
56938 12 27485787 ARNTL2 +
10552 7 98923521 ARPC1A +
10095 7 98971872 ARPC1B +
10109 2 219081817 ARPC2 +
10094 12 110888227 ARPC3 -
10093 3 9834179 ARPC4 +
10092 1 183604892 ARPC5 -
81873 9 127624409 ARPC5L +
10776 15 52862080 ARPP19 -
10777 3 35680437 ARPP21 +
408 11 75062873 ARRB1 -
409 17 4613784 ARRB2 +
92714 9 140500106 ARRDC1 +
27106 19 18111941 ARRDC2 +
57561 5 90679176 ARRDC3 -
91947 15 98462784 ARRDC4 +
645432 19 4902879 ARRDC5 -
410 22 51066607 ARSA -
411 5 78281910 ARSB -
22901 17 66255323 ARSG +
340075 5 149718870 ARSI -
79642 4 114900883 ARSJ -
153642 5 94890778 ARSK +
417 11 3666358 ART1 +
419 4 76932337 ART3 +
420 12 14996429 ART4 -
116969 11 3663546 ART5 -
9048 1 44398992 ARTN +
64801 1 231114727 ARV1 +
421 22 20004331 ARVCF -
57412 10 104629273 AS3MT +
427 8 17942494 ASAH1 -
56624 10 52008370 ASAH2 -
653308 10 52499078 ASAH2B +
50807 8 131455906 ASAP1 -
8853 2 9346894 ASAP2 +
55616 1 23811061 ASAP3 -
51665 2 239335383 ASB1 +
136371 7 150884919 ASB10 -
79754 10 5708558 ASB13 -
142686 3 57326710 ASB14 -
142685 7 123207064 ASB15 +
92591 17 42247815 ASB16 +
127247 1 76398116 ASB17 -
401036 2 237173052 ASB18 -
51676 14 94443137 ASB2 -
51130 2 54087297 ASB3 -
51666 7 95107756 ASB4 +
140458 4 177198722 ASB5 -
140459 9 132404444 ASB6 -
140460 15 101142739 ASB7 +
140461 12 48574996 ASB8 -
51008 10 73976892 ASCC1 -
84164 22 30234271 ASCC2 -
10973 6 101329248 ASCC3 -
429 12 103351464 ASCL1 +
430 11 2292182 ASCL2 -
56676 11 8964580 ASCL3 -
121549 12 108168162 ASCL4 +
647219 1 201096312 ASCL5 -
25842 6 119215384 ASF1A +
55723 19 14247768 ASF1B -
432 17 7082883 ASGR1 -
433 17 7019019 ASGR2 -
55870 1 155532598 ASH1L -
9070 8 37962760 ASH2L +
41 12 50451331 ASIC1 +
40 17 32501983 ASIC2 -
9311 7 150745379 ASIC3 +
55515 2 220378892 ASIC4 +
51802 4 156787425 ASIC5 -
434 20 32782375 ASIP +
435 7 65540785 ASL +
439 19 12847953 ASNA1 +
440 7 97501854 ASNS -
54529 2 190526111 ASNSD1 +
443 17 3375668 ASPA +
554235 19 51017947 ASPDH -
374569 14 104552016 ASPG +
444 8 62627155 ASPH -
253982 16 29911696 ASPHD1 +
57168 22 26825239 ASPHD2 +
259266 1 197115824 ASPM -
54829 9 95244788 ASPN -
151516 2 70189397 ASPRV1 -
79058 17 79934683 ASPSCR1 +
80150 11 62104920 ASRGL1 +
445 9 133320316 ASS1 +
28990 3 130746493 ASTE1 -
431705 2 96804175 ASTL -
460 1 177134109 ASTN1 -
23245 9 120177348 ASTN2 -
55726 12 27091259 ASUN -
171023 20 30946155 ASXL1 +
55252 2 26101385 ASXL2 -
80816 18 31158579 ASXL3 +
136991 7 117068177 ASZ1 -
84896 10 89601100 ATAD1 -
29028 8 124428590 ATAD2 -
54454 2 24149984 ATAD2B -
55210 1 1447531 ATAD3A +
83858 1 1407143 ATAD3B +
219293 1 1385069 ATAD3C +
79915 17 29158988 ATAD5 +
79969 6 30594619 ATAT1 +
85300 19 3879862 ATCAY +
11101 10 123688316 ATE1 -
466 12 51157493 ATF1 +
1386 2 176033110 ATF2 -
467 1 212738676 ATF3 +
468 22 39915700 ATF4 +
22809 19 50431959 ATF5 +
22926 1 161736084 ATF6 +
1388 6 32096030 ATF6B -
11016 12 54020199 ATF7 -
55729 12 14518610 ATF7IP +
80063 16 10420291 ATF7IP2 +
83734 5 81267844 ATG10 +
9140 5 115177555 ATG12 -
9776 11 46638826 ATG13 +
22863 14 55878576 ATG14 -
55054 2 234118697 ATG16L1 +
89849 11 72525353 ATG16L2 +
23130 11 64684722 ATG2A -
55102 14 96830207 ATG2B -
64422 3 112280893 ATG3 -
23192 2 242576628 ATG4B +
84938 1 63249806 ATG4C +
84971 19 10654571 ATG4D +
9474 6 106773666 ATG5 -
10533 3 11313995 ATG7 +
79065 2 220094439 ATG9A -
285973 7 150721586 ATG9B -
80162 11 289135 ATHL1 +
471 2 216176540 ATIC +
51062 14 50999227 ATL1 +
64225 2 38604427 ATL2 -
25923 11 63439393 ATL3 -
472 11 108093211 ATM +
23300 16 81069452 ATMIN +
1822 12 7033626 ATN1 +
474 4 94750042 ATOH1 +
220202 10 69991871 ATOH7 -
84913 2 85978467 ATOH8 +
475 5 151152093 ATOX1 -
57194 15 26110317 ATP10A -
23120 5 160279221 ATP10B -
57205 4 47487305 ATP10D +
23250 13 113344643 ATP11A +
23200 3 182511288 ATP11B +
479 13 25254549 ATP12A +
57130 19 19774502 ATP13A1 -
23400 1 17338423 ATP13A2 -
79572 3 194219093 ATP13A3 -
84239 3 193310900 ATP13A4 -
344905 3 193096632 ATP13A5 -
476 1 116915290 ATP1A1 +
477 1 160085549 ATP1A2 +
478 19 42501649 ATP1A3 -
480 1 160121360 ATP1A4 +
481 1 169074935 ATP1B1 +
482 17 7549945 ATP1B2 +
483 3 141594966 ATP1B3 +
487 16 28889726 ATP2A1 +
488 12 110718561 ATP2A2 +
489 17 3867736 ATP2A3 -
490 12 90103077 ATP2B1 -
491 3 10749716 ATP2B2 -
493 1 203595689 ATP2B4 +
27032 3 130569439 ATP2C1 +
9914 16 84402133 ATP2C2 +
495 19 36054560 ATP4A -
496 13 114312501 ATP4B -
498 18 43684300 ATP5A1 -
506 12 57039798 ATP5B -
509 10 7830092 ATP5C1 +
513 19 1241749 ATP5D +
514 20 57607437 ATP5E -
515 1 111991486 ATP5F1 +
516 17 46970127 ATP5G1 +
517 12 54071192 ATP5G2 -
518 2 176049335 ATP5G3 -
10476 17 73043080 ATP5H -
521 4 668127 ATP5I -
522 21 27107984 ATP5J -
9551 7 99063954 ATP5J2 -
10632 11 118271869 ATP5L +
267020 22 43036607 ATP5L2 -
539 21 35288284 ATP5O -
27109 14 50779044 ATP5S +
55101 19 41946622 ATP5SL -
92270 5 81575281 ATP6AP1L +
535 17 40610862 ATP6V0A1 +
23545 12 124196865 ATP6V0A2 +
50617 7 138484305 ATP6V0A4 -
533 1 44440159 ATP6V0B +
527 16 2563871 ATP6V0C +
9114 16 67515140 ATP6V0D1 -
245972 8 86999552 ATP6V0D2 +
8992 5 172410760 ATP6V0E1 +
155066 7 149570057 ATP6V0E2 +
523 3 113465866 ATP6V1A +
525 2 71163012 ATP6V1B1 +
526 8 20054878 ATP6V1B2 +
528 8 104033291 ATP6V1C1 +
245973 2 10861775 ATP6V1C2 +
51382 14 67826982 ATP6V1D -
529 22 18111584 ATP6V1E1 -
90423 2 46769696 ATP6V1E2 -
9296 7 128502880 ATP6V1F +
9550 9 117350026 ATP6V1G1 +
534 6 31516204 ATP6V1G2 -
127124 1 198510075 ATP6V1G3 -
51606 8 54756118 ATP6V1H -
540 13 52585630 ATP7B -
10396 4 42659122 ATP8A1 -
51761 13 25946209 ATP8A2 +
5205 18 55470333 ATP8B1 -
57198 1 154298029 ATP8B2 +
148229 19 1812275 ATP8B3 -
79895 15 50475014 ATP8B4 -
10079 20 50385173 ATP9A -
374868 18 76829285 ATP9B +
64756 1 47139539 ATPAF1 -
91647 17 17942523 ATPAF2 -
93974 1 28562620 ATPIF1 +
545 3 142297668 ATR -
51374 2 27434895 ATRAID +
84126 3 48488114 ATRIP +
8455 20 3451687 ATRN +
26033 10 116853124 ATRNL1 +
6310 6 16761722 ATXN1 -
25814 22 46067678 ATXN10 +
342371 16 71879894 ATXN1L +
6311 12 112037480 ATXN2 -
11273 16 28834356 ATXN2L +
4287 14 92572965 ATXN3 -
6314 3 63850233 ATXN7 +
222255 7 105517050 ATXN7L1 -
127002 1 110026101 ATXN7L2 +
56970 17 42277481 ATXN7L3 -
552889 12 74931551 ATXN7L3B +
549 9 94124195 AUH -
79000 1 26185903 AUNIP -
550 2 74757066 AUP1 -
6790 20 54967393 AURKA -
54998 1 1310875 AURKAIP1 -
9212 17 8113918 AURKB -
6795 19 57742377 AURKC +
26053 7 69063905 AUTS2 +
57099 15 34331377 AVEN -
10677 12 58212487 AVIL -
23080 7 32535038 AVL9 +
551 20 3065370 AVP -
60370 10 99447080 AVPI1 -
552 12 63544722 AVPR1A -
553 1 206223976 AVPR1B -
126859 1 179334855 AXDND1 +
8312 16 402673 AXIN1 -
8313 17 63557765 AXIN2 -
558 19 41725108 AXL +
563 7 99573780 AZGP1 -
64343 3 28390618 AZI2 -
51582 8 103906092 AZIN1 -
566 19 825097 AZU1 +
567 15 45003675 B2M +
8706 3 160823172 B3GALNT1 -
148789 1 235667781 B3GALNT2 -
8708 2 168675182 B3GALT1 +
8707 1 193155784 B3GALT2 -
8705 6 33244917 B3GALT4 +
10317 21 40928369 B3GALT5 +
126792 1 1167629 B3GALT6 +
145173 13 31774073 B3GALTL +
27087 11 134281812 B3GAT1 -
135152 6 71666741 B3GAT2 -
26229 11 62389647 B3GAT3 -
10678 2 62423248 B3GNT2 +
10331 19 17905637 B3GNT3 +
79369 12 122688090 B3GNT4 +
84002 3 182971032 B3GNT5 +
192134 11 76745385 B3GNT6 +
93010 2 232260254 B3GNT7 +
374907 19 41934635 B3GNT8 -
84752 16 67185117 B3GNT9 -
146712 17 81009686 B3GNTL1 -
2583 12 58027138 B4GALNT1 -
124872 17 47209822 B4GALNT2 +
283358 12 569530 B4GALNT3 +
338707 11 369796 B4GALNT4 +
2683 9 33167354 B4GALT1 -
8704 1 44444615 B4GALT2 +
8703 1 161147287 B4GALT3 -
8702 3 118959950 B4GALT4 -
9334 20 48330415 B4GALT5 -
9331 18 29265799 B4GALT6 -
11285 5 177027101 B4GALT7 +
27077 17 19281495 B9D1 -
80776 19 41870078 B9D2 -
79870 8 104152938 BAALC +
570 9 104145801 BAAT -
29086 19 17378159 BABAM1 +
23621 11 117186975 BACE1 -
25825 21 42539728 BACE2 +
571 21 30566392 BACH1 +
60468 6 91006627 BACH2 -
572 11 64052176 BAD -
573 9 33264761 BAG1 -
9532 6 57037124 BAG2 +
9531 10 121410882 BAG3 +
9530 8 38034051 BAG4 +
9529 14 104029168 BAG5 -
7917 6 31620482 BAG6 -
22893 15 40731920 BAHD1 +
10458 17 79008948 BAIAP2 +
55971 7 98030380 BAIAP2L1 -
80115 22 38506677 BAIAP2L2 -
8938 16 1383602 BAIAP3 +
578 6 33548019 BAK1 -
25805 10 28966271 BAMBI +
8815 11 65769550 BANF1 +
140836 20 17674317 BANF2 +
55024 4 102332443 BANK1 +
54971 16 87982850 BANP +
8314 3 52444366 BAP1 -
580 2 215674428 BARD1 -
56751 9 135457572 BARHL1 +
343472 1 91182794 BARHL2 -
56033 9 96717654 BARX1 -
8538 11 129245835 BARX2 +
10409 5 17065707 BASP1 +
10538 14 75988768 BATF +
116071 11 64764517 BATF2 -
55509 1 212873327 BATF3 -
581 19 49458072 BAX +
11177 14 35344853 BAZ1A -
9031 7 72936608 BAZ1B -
11176 12 57030600 BAZ2A -
29994 2 160473203 BAZ2B -
27113 19 47736023 BBC3 -
92482 10 112679032 BBIP1 -
8424 11 27062272 BBOX1 +
582 11 66278077 BBS1 +
79738 12 76742222 BBS10 -
166379 4 123653857 BBS12 +
583 16 56554195 BBS2 -
585 15 72978527 BBS4 +
129880 2 170335688 BBS5 +
55212 4 122791652 BBS7 -
27241 7 33168856 BBS9 +
56987 3 107241783 BBX +
4059 19 45312328 BCAM +
63827 1 156611182 BCAN +
55973 7 107220422 BCAP29 +
9564 16 75301951 BCAR1 -
8412 1 94312706 BCAR3 -
8537 20 52687304 BCAS1 -
10286 1 115124260 BCAS2 -
54828 17 58754814 BCAS3 +
55653 20 49411431 BCAS4 +
586 12 25102393 BCAT1 -
587 19 49314286 BCAT2 -
56647 10 127512115 BCCIP +
144233 12 50236912 BCDIN3D -
590 3 165555260 BCHE -
593 19 41884215 BCKDHA +
594 6 80816364 BCKDHB +
10295 16 31117428 BCKDK +
8915 1 85742773 BCL10 -
53335 2 60780702 BCL11A -
64919 14 99737861 BCL11B -
596 18 60987361 BCL2 -
597 15 80263788 BCL2A1 -
598 20 30311792 BCL2L1 -
10017 15 52404972 BCL2L10 -
10018 2 111876955 BCL2L11 +
83596 19 50168823 BCL2L12 +
23786 22 18111621 BCL2L13 +
79370 12 12202778 BCL2L14 +
440603 1 114430169 BCL2L15 -
599 14 23767999 BCL2L2 +
602 19 45250962 BCL3 +
604 3 187463515 BCL6 -
255877 17 6926339 BCL6B +
605 12 122457328 BCL7A +
9275 7 72972332 BCL7B -
9274 16 30906281 BCL7C -
607 1 147013182 BCL9 +
283149 11 118796317 BCL9L -
9774 6 136610989 BCLAF1 -
83875 11 112046190 BCO2 +
613 22 23521891 BCR +
617 2 219523487 BCS1L +
622 3 197300194 BDH1 -
56898 4 104021040 BDH2 -
623 14 96722161 BDKRB1 +
624 14 96671016 BDKRB2 +
627 11 27743605 BDNF -
55814 5 70751442 BDP1 +
146227 16 66461200 BEAN1 +
8678 17 40985367 BECN1 -
57596 14 101053750 BEGAIN -
57673 6 107436473 BEND3 -
389206 4 42154895 BEND4 -
79656 1 49242641 BEND5 -
221336 6 56819773 BEND6 +
222389 10 13570974 BEND7 -
7439 11 61717293 BEST1 +
54831 19 12862516 BEST2 +
144453 12 70093256 BEST3 -
266675 1 45253377 BEST4 -
10282 7 93633694 BET1 -
51272 11 207428 BET1L -
51283 16 14726672 BFAR +
631 20 17549865 BFSP1 -
8419 3 133118839 BFSP2 +
632 1 156211753 BGLAP +
168620 7 97840739 BHLHA15 +
727857 17 1173853 BHLHA9 +
27319 8 65492814 BHLHE22 +
128408 20 61638387 BHLHE23 -
8553 3 5020801 BHLHE40 +
79365 12 26278060 BHLHE41 -
635 5 78407602 BHMT +
23743 5 78365540 BHMT2 +
80114 10 60272900 BICC1 +
636 12 32259769 BICD1 +
23299 9 95527094 BICD2 -
637 22 18257536 BID -
638 22 43506754 BIK +
274 2 127864931 BIN1 -
51411 12 51718452 BIN2 -
55909 8 22526661 BIN3 -
329 11 102217942 BIRC2 +
330 11 102188215 BIRC3 +
332 17 76210267 BIRC5 +
57448 2 32582096 BIRC6 +
79444 20 61867235 BIRC7 +
112401 19 53794875 BIRC8 -
54841 13 103451399 BIVM +
10904 20 36156333 BLCAP -
414899 11 121986923 BLID -
640 8 11351510 BLK +
641 15 91260558 BLM +
642 17 28619074 BLMH -
29760 10 98031344 BLNK -
2647 12 56109820 BLOC1S1 +
282991 10 102046469 BLOC1S2 -
388552 19 45682003 BLOC1S3 +
55330 4 6717842 BLOC1S4 +
63915 6 8064647 BLOC1S5 -
26258 15 45879321 BLOC1S6 +
644 7 43798279 BLVRA +
645 19 40971747 BLVRB -
8548 1 169337208 BLZF1 +
90427 15 40401093 BMF -
648 10 22610140 BMI1 +
649 8 22022249 BMP1 +
27302 2 69098649 BMP10 -
650 20 6748311 BMP2 +
55589 4 79697496 BMP2K +
651 4 81952119 BMP3 +
652 14 54425479 BMP4 -
653 6 55740362 BMP5 -
654 6 7727030 BMP6 +
655 20 55841685 BMP7 -
353500 1 39957318 BMP8A +
656 1 40254533 BMP8B -
168667 7 33944523 BMPER +
657 10 88516407 BMPR1A +
658 4 95679119 BMPR1B +
659 2 203241659 BMPR2 +
9790 10 43278249 BMS1 +
646 15 83953466 BNC1 -
54796 9 16870841 BNC2 -
662 5 172571445 BNIP1 +
663 15 59981733 BNIP2 -
664 10 133795435 BNIP3 -
665 8 26240414 BNIP3L +
149428 1 151009046 BNIPL +
91653 3 112929850 BOC +
91272 5 173043663 BOD1 -
259282 4 13629347 BOD1L1 -
284257 18 54814293 BOD1L2 +
666 2 242498136 BOK +
51027 1 149859440 BOLA1 +
552900 16 29466285 BOLA2 -
654483 16 30205627 BOLA2B -
388962 2 74375121 BOLA3 -
66037 2 198651486 BOLL -
23246 8 145515082 BOP1 -
79866 13 73302061 BORA +
669 7 134331560 BPGM +
670 6 3118608 BPHL +
671 20 36888551 BPI +
51297 20 31823801 BPIFA1 +
140683 20 31749574 BPIFA2 +
128861 20 31805116 BPIFA3 +
92747 20 31861286 BPIFB1 +
80341 20 31595406 BPIFB2 +
359710 20 31643230 BPIFB3 +
149954 20 31667450 BPIFB4 +
128859 20 31619454 BPIFB6 +
254240 22 32860471 BPIFC -
10380 1 220263804 BPNT1 -
2186 17 65821640 BPTF +
673 7 140624564 BRAF -
8315 12 112123790 BRAP -
221927 7 2595361 BRAT1 -
672 17 41277500 BRCA1 -
675 13 32889611 BRCA2 +
23774 22 50221160 BRD1 -
6046 6 32936437 BRD2 +
8019 9 136933657 BRD3 -
23476 19 15443356 BRD4 -
29117 16 50402845 BRD7 -
10902 5 137514675 BRD8 -
65980 5 892939 BRD9 -
676 1 92414928 BRDT +
9577 2 28112808 BRE +
2972 14 105781926 BRF1 -
55290 8 37707422 BRF2 -
25798 7 97881691 BRI3 +
140707 12 125478246 BRI3BP +
283870 16 2261951 BRICD5 -
1620 9 122131745 BRINP1 -
57795 1 177140633 BRINP2 +
339479 1 190446759 BRINP3 -
83990 17 59940882 BRIP1 -
55299 5 34915481 BRIX1 +
55845 3 10157276 BRK1 +
25855 11 66112596 BRMS1 -
84312 14 36295524 BRMS1L +
148362 1 222885895 BROX +
7862 3 9773413 BRPF1 +
27154 6 36164521 BRPF3 +
84446 19 55793440 BRSK1 +
9024 11 1411129 BRSK2 +
54014 21 40693485 BRWD1 -
26580 11 62477317 BSCL2 -
55108 1 32860332 BSDC1 -
682 19 571297 BSG +
8927 3 49591922 BSN +
7809 1 55464606 BSND +
100131137 19 48495427 BSPH1 -
54836 9 116111821 BSPRY +
683 4 15704573 BST1 +
684 19 17516457 BST2 -
390259 11 122852428 BSX -
9044 10 93683526 BTAF1 +
53339 15 83736106 BTBD1 -
84280 11 13484844 BTBD10 -
121551 12 107712190 BTBD11 +
118663 10 124030821 BTBD16 +
388419 17 72358085 BTBD17 -
643376 11 57519253 BTBD18 -
149478 1 45274154 BTBD19 +
55643 19 2034880 BTBD2 -
22903 20 11871371 BTBD3 +
90135 14 105714827 BTBD6 +
55727 14 93799438 BTBD7 -
284697 1 92545862 BTBD8 +
114781 6 38607924 BTBD9 -
685 4 75719896 BTC -
686 3 15642848 BTD +
689 5 72794233 BTF3 +
91408 1 52521797 BTF3L4 +
694 12 92539673 BTG1 -
7832 1 203274619 BTG2 +
10950 21 18985265 BTG3 -
54766 11 111383079 BTG4 -
151888 3 112218408 BTLA -
696 6 26501449 BTN1A1 +
11120 6 26458150 BTN2A1 +
10385 6 26383324 BTN2A2 +
11119 6 26402465 BTN3A1 +
11118 6 26365387 BTN3A2 +
10384 6 26440700 BTN3A3 +
56244 6 32374905 BTNL2 -
10917 5 180415845 BTNL3 +
79908 5 180326077 BTNL8 +
153579 5 180467225 BTNL9 +
8945 10 103113820 BTRC +
699 2 111435691 BUB1 -
701 15 40453224 BUB1B +
9184 10 124913793 BUB3 +
84811 11 116643704 BUD13 -
8896 7 99006264 BUD31 +
11149 6 105585049 BVES -
705 6 41888926 BYSL +
9256 17 56406152 BZRAP1 -
9689 2 201675317 BZW1 +
28969 7 16685756 BZW2 +
11067 10 45474258 C10orf10 -
414152 10 73497581 C10orf105 -
219621 10 63422719 C10orf107 +
83938 10 77360998 C10orf11 +
221060 10 15139318 C10orf111 -
387638 10 21435488 C10orf113 -
26148 10 98741041 C10orf12 +
399814 10 124459338 C10orf120 -
283080 10 29135337 C10orf126 +
170371 10 50396630 C10orf128 -
100127889 10 97667360 C10orf131 +
56652 10 102747124 C10orf2 +
220979 10 45496336 C10orf25 -
119032 10 104613980 C10orf32 +
219738 10 71390007 C10orf35 +
282966 10 50887697 C10orf53 +
64115 10 73533255 C10orf54 -
414236 10 75682535 C10orf55 -
414157 10 99349450 C10orf62 +
256815 10 23633774 C10orf67 -
118461 10 50507187 C10orf71 +
79591 10 103815950 C10orf76 -
143379 10 118429775 C10orf82 -
80007 10 124713919 C10orf88 -
118611 10 128359079 C10orf90 -
170393 10 134257831 C10orf91 +
79946 10 104211300 C10orf95 -
387695 10 85933494 C10orf99 +
64776 11 111749659 C11orf1 +
56673 11 8954553 C11orf16 -
29125 11 2324279 C11orf21 -
53838 11 68039469 C11orf24 -
56946 11 76155967 C11orf30 +
280636 11 57508825 C11orf31 +
143501 11 4599050 C11orf40 -
160298 11 6226796 C11orf42 +
283171 11 130542851 C11orf44 +
219833 11 128775930 C11orf45 -
79096 11 46958240 C11orf49 +
91894 11 111788756 C11orf52 +
341032 11 111126707 C11orf53 +
28970 11 93474757 C11orf54 +
55216 11 111944810 C11orf57 +
10944 11 16634679 C11orf58 +
79864 11 122753391 C11orf63 +
160140 11 108338258 C11orf65 -
83638 11 65686588 C11orf68 -
85016 11 101918174 C11orf70 +
54494 11 114271139 C11orf71 -
51501 11 86013253 C11orf73 +
119710 11 36616051 C11orf74 +
79703 11 66511922 C11orf80 +
144097 11 63580860 C11orf84 +
283129 11 64739557 C11orf85 -
254439 11 66742748 C11orf86 +
399947 11 109292846 C11orf87 +
399949 11 111385510 C11orf88 +
100131378 11 33722347 C11orf91 -
143678 11 45928833 C11orf94 -
387763 11 43946892 C11orf96 +
60314 12 53693470 C12orf10 +
91298 12 88427623 C12orf29 +
57102 12 4647674 C12orf4 -
283461 12 40019969 C12orf40 +
374470 12 103889749 C12orf42 -
64897 12 121454305 C12orf43 -
121053 12 105380088 C12orf45 +
79794 12 117175875 C12orf49 -
160419 12 88427814 C12orf50 -
121273 12 48876286 C12orf54 +
115749 12 64784972 C12orf56 -
113246 12 7052141 C12orf57 +
144608 12 14956506 C12orf60 +
91574 12 123717463 C12orf65 +
144577 12 64616076 C12orf66 -
728858 12 27235447 C12orf71 -
728568 12 104359486 C12orf73 -
338809 12 93096619 C12orf74 +
387882 12 105629068 C12orf75 +
400073 12 110511491 C12orf76 -
196415 12 25150453 C12orf77 -
256021 12 92536690 C12orf79 -
11161 14 76127532 C14orf1 -
55195 14 57960585 C14orf105 -
55017 14 23563974 C14orf119 +
56967 14 96505661 C14orf132 +
84520 14 93673439 C14orf142 -
80017 14 91526677 C14orf159 +
51637 14 52456193 C14orf166 +
283598 14 99177950 C14orf177 +
283579 14 78227173 C14orf178 +
400258 14 105046021 C14orf180 +
9556 14 104394606 C14orf2 -
122525 14 45366498 C14orf28 +
145407 14 58764857 C14orf37 -
317761 14 60982261 C14orf39 -
122616 14 105452112 C14orf79 +
283643 14 105956192 C14orf80 +
60686 14 23479375 C14orf93 -
161502 15 81299374 C15orf26 +
123591 15 76352178 C15orf27 +
145858 15 93014884 C15orf32 +
56905 15 75487984 C15orf39 +
123207 15 83680393 C15orf40 -
84529 15 36871812 C15orf41 +
145645 15 45248900 C15orf43 +
84419 15 45722727 C15orf48 +
388115 15 40633168 C15orf52 -
400359 15 38988799 C15orf53 +
400360 15 39542885 C15orf54 +
644809 15 40545170 C15orf56 -
90416 15 40857256 C15orf57 -
